iter	RMSE
572	3.660368079
573	3.659621449
574	3.65896505
575	3.65872609
576	3.658379862
577	3.657182643
578	3.656906625
579	3.656349708
580	3.655511848
581	3.654288307
582	3.653694954
583	3.652646106
584	3.652472674
585	3.652033228
586	3.651734717
587	3.651339265
588	3.650454771
589	3.649971292
590	3.649143507
591	3.648518324
592	3.646961192
593	3.64574934
594	3.644743073
595	3.644551514
596	3.643498161
597	3.643308716
598	3.642750028
599	3.642314275
600	3.641562763
601	3.640314722
602	3.639999505
603	3.639488235
604	3.638582948
605	3.638287324
606	3.638122632
607	3.637169494
608	3.636159016
609	3.635326382
610	3.635230112
611	3.634241473
612	3.633442113
613	3.632378602
614	3.631685336
615	3.631220846
616	3.630994334
617	3.630465785
618	3.628979914
619	3.628644386
620	3.628431715
621	3.627929703
622	3.627055765
623	3.626292543
624	3.625132251
625	3.624343655
626	3.623886789
627	3.623701836
628	3.623470943
629	3.62334618
630	3.622794314
631	3.622420055
632	3.621803621
633	3.62075636
634	3.620359457
635	3.620263722
636	3.619752326
637	3.619552662
638	3.619520387
639	3.618914801
640	3.618806459
641	3.618774509
642	3.617547242
643	3.616617695
644	3.616435504
645	3.615561151
646	3.615410349
647	3.614719332
648	3.614407184
649	3.614164267
650	3.613635514
651	3.613243944
652	3.612817348
653	3.611737637
654	3.611605407
655	3.611087386
656	3.610232756
657	3.609762971
658	3.609321209
659	3.608683155
660	3.608083874
661	3.607065245
662	3.60642755
663	3.605945229
664	3.605015475
665	3.604298149
666	3.603961606
667	3.603342249
668	3.602586249
669	3.602190255
670	3.601809462
671	3.601380086
672	3.601230277
673	3.600481575
674	3.60011872
675	3.598935702
676	3.598171606
677	3.597778656
678	3.597404292
679	3.597224907
680	3.596900084
681	3.596457767
682	3.596239502
683	3.59610467
684	3.595759693
685	3.594623349
686	3.593901552
687	3.592846371
688	3.592549552
689	3.592397976
690	3.591320348
691	3.590590072
692	3.590283511
693	3.590015849
694	3.589701288
695	3.589563388
696	3.588922624
697	3.58862279
698	3.58767429
699	3.587164639
700	3.586349783
701	3.586126015
702	3.585127498
703	3.58392589
704	3.583057221
705	3.58190864
706	3.580890559
707	3.580605432
708	3.58045851
709	3.580147479
710	3.579994397
711	3.579672043
712	3.578770954
713	3.578156314
714	3.577565764
715	3.576416593
716	3.576327763
717	3.575450333
718	3.574404939
719	3.573225899
720	3.572519243
721	3.571444758
722	3.57061037
723	3.570284773
724	3.569379316
725	3.56921067
726	3.568155576
727	3.567494878
728	3.567308947
729	3.566796625
730	3.566151663
731	3.565986088
732	3.565683036
733	3.565239786
734	3.564945905
735	3.564048784
736	3.563722598
737	3.563606737
738	3.563496596
739	3.563165377
740	3.56292845
741	3.56282339
742	3.562654834
743	3.562563189
744	3.562373169
745	3.561942294
746	3.561228066
747	3.560813643
748	3.56022484
749	3.559842181
750	3.559786353
751	3.559154954
752	3.558817717
753	3.558283609
754	3.558002937
755	3.557244873
756	3.557134171
757	3.556049753
758	3.555726458
759	3.554774997
760	3.554498263
761	3.554444111
762	3.554123721
763	3.553957389
764	3.552873109
765	3.551747529
766	3.551473733
767	3.550449569
768	3.549892339
769	3.548909753
770	3.548841702
771	3.548436426
772	3.548334206
773	3.547544038
774	3.547303398
775	3.546856016
776	3.546667492
777	3.546419739
778	3.545824951
779	3.545557159
780	3.54529869
781	3.544872868
782	3.543883489
783	3.542678247
784	3.54243906
785	3.542320425
786	3.541387477
787	3.541244989
788	3.541136123
789	3.540029982
790	3.539944652
791	3.53909622
792	3.538125387
793	3.53797992
794	3.537768042
795	3.537609776
796	3.537306979
797	3.536943293
798	3.535965825
799	3.535816163
800	3.534853228
801	3.534592917
802	3.534456031
803	3.533419267
804	3.533186056
805	3.533096129
806	3.532823725
807	3.53186319
808	3.531606421
809	3.530569428
810	3.530333985
811	3.530288763
812	3.530204612
813	3.530121097
814	3.529233866
815	3.528738208
816	3.528407563
817	3.527564417
818	3.527278036
819	3.527195621
820	3.526283088
821	3.526054649
822	3.525228756
823	3.525124897
824	3.524953578
825	3.524568369
826	3.524343254
827	3.523819888
828	3.523482605
829	3.523077942
830	3.522829607
831	3.52231426
832	3.522018398
833	3.521133058
834	3.521033784
835	3.520912787
836	3.520793061
837	3.520660292
838	3.52020495
839	3.520108799
840	3.519449768
841	3.518898335
842	3.518069512
843	3.517209435
844	3.516314808
845	3.51562077
846	3.515505315
847	3.515391059
848	3.515170739
849	3.51424388
850	3.513181799
851	3.513051147
852	3.512814558
853	3.512495519
854	3.51237203
855	3.51226179
856	3.512043325
857	3.511253836
858	3.511189578
859	3.510199831
860	3.510092307
861	3.509848794
862	3.508745334
863	3.508674647
864	3.508555105
865	3.508465392
866	3.507374817
867	3.506578579
868	3.505985611
869	3.505877988
870	3.505099016
871	3.504982222
872	3.50487653
873	3.504762097
874	3.503928502
875	3.503824929
876	3.503178208
877	3.503075699
878	3.502857931
879	3.502794204
880	3.502693853
881	3.502584689
882	3.502106607
883	3.501118742
884	3.500980338
885	3.49993043
886	3.499407277
887	3.499336099
888	3.498700845
889	3.497809283
890	3.497586708
891	3.497480676
892	3.497375924
893	3.497281042
894	3.497065182
895	3.496257053
896	3.496154761
897	3.49608666
898	3.495986009
899	3.495626837
900	3.495535492
901	3.495445088
902	3.495387253
903	3.494451755
904	3.493724499
905	3.492655774
906	3.492451656
907	3.492362658
908	3.492268986
909	3.492179283
910	3.491383018
911	3.491287346
912	3.490802395
913	3.490738804
914	3.489864393
915	3.489108674
916	3.488714605
917	3.487808406
918	3.48773921
919	3.487566065
920	3.487481244
921	3.486619305
922	3.485764306
923	3.485561293
924	3.485476908
925	3.485011717
926	3.484073955
927	3.48326878
928	3.483186023
929	3.482332148
930	3.481579691
931	3.480910501
932	3.480821627
933	3.480740571
934	3.479839777
935	3.47902017
936	3.478940056
937	3.478204927
938	3.477474395
939	3.477295389
940	3.477216244
941	3.476490481
942	3.475758098
943	3.475015483
944	3.474211555
945	3.473664573
946	3.473587046
947	3.473371661
948	3.473314773
949	3.473266244
950	3.472453692
951	3.471422539
952	3.471346668
953	3.470567202
954	3.469549053
955	3.469308806
956	3.469233292
957	3.468224528
958	3.468097029
959	3.467769717
960	3.467002785
961	3.466216875
962	3.466109992
963	3.466035336
964	3.465961454
965	3.465888335
966	3.465478848
967	3.464642877
968	3.46457054
969	3.464498949
970	3.464073998
971	3.463366057
972	3.463293713
973	3.463062334
974	3.462310293
975	3.46136989
976	3.460388687
977	3.459876131
978	3.459091933
979	3.459015947
980	3.458190596
981	3.457334169
982	3.457230036
983	3.457153094
984	3.456373676
985	3.455600049
986	3.454614807
987	3.453865617
988	3.453797813
989	3.453730708
990	3.453664291
991	3.452960766
992	3.452190009
993	3.452140082
994	3.451067146
995	3.450290322
996	3.449306524
997	3.448672559
998	3.448599807
999	3.447796512
